,Title,Price
1048,2010 Hyundai Sonata///GLS///,"$3,600"
1049,2009 nissan Altima SL//1 owner//,"$4,900"
1050,Hyundai Elantra -- 58k miles -- 1 owner,"$3,699"
1051,"2002 audi """"A6"""" :::Awd:::QUATTRO","$6,200"
1052,"2015 KIA SOUL 4 cly, manuel transmission, Bluetooth, usp, aux.145k mik","$6,500"
1053,2001 Mazda Miata,"$12,995"
1054,1954 International Harvester R162 2wd,"$6,900"
1055,NISSAN PATHFINDER 2011 4WD CLEAN CARFAX RUNS PERFECT,"$31,499"
1056,2017 Ford F-150 F150 F 150 XLT 4WD SuperCrew 5.5 Box CONTACTLESS PRE A,"$6,950"
1057,2011 Mazda 3 Touring,"$12,450"
1058,2005 Toyota Tundra SR5 4x4 Access Cab,"$9,450"
1059,2008 Honda CR-V EX,"$8,450"
1060,2010 Honda Civic Sedan,"$4,500"
1061,2008 Lincoln Navigator,"$16,950"
1062,2011 Ford F-150 SuperCrew FX4 4x4,"$7,950"
1063,2012 Ford Fusion SEL AWD,"$10,950"
1064,2010 Lexus ES 350,"$14,500"
1065,Camaro 1967   4 - speed,"$5,495"
1066,2003 SAAB 9-3 LINEAR* 2.0t Sedan WOW+ *EASY FINANCING - ALL APPROVED,"$5,995"
1067,2008 FORD FOCUS SE SEDAN 4 Cyl 2.0L* WOW *EASY FINANCING - ALL APPROVED,"$20,995"
1068,2013 Ford* F150 XLT CREW CAB 3.5L V6 4X4 PICKUP TRUCK LOW MILES* WOW *EASY FINAN,"$6,000"
1069,4x4 Japanese Mini Trucks / Dump Trucks - Street Legal in CT!,"$86,990"
1070,2017 Ford F-450 SD DULLY CREW CAB,
1071,Stop In or Call Us for More Information on Our 2003 Lexus ES 300,"$5,299"
1072,"Wow! A 2009 Kia Spectra with 129,453 Miles","$4,399"
1073,HONDA ELEMENT 2004 CLEAN CARFAX RUNS PERFECT,"$3,900"
1074,"::2013::CHRYSLER::300:::Premium::""20"" inch OEM","$6,795"
1075,::2015 Nissan Pathfinder SV 4WD 142k::,"$8,895"
1076,2004 Chevy s10 crew cab,"$2,999"
1077,2012 Acura MDX SH-AWD w/Tech Navi Camera Bluetooth 3rd Row Seats SH-AWD 4dr SUV,"$15,995"
1078,2015 toyota camry le,"$4,900"
1079,2018 Nissan Altima 101K One Owner Like New Condition Drives Like New,"$12,550"
1080,CHEVY IMPALA 2012 LTZ RUNS PERFECT,"$3,900"
1081,"► 2020 FORD TRANSIT T-250 LWB - GREAT ""ALL WHEEL DRIVE"" CARGO VAN","$40,995"
1082,2013 BMW X3 xDrive28i AWD~119k Miles~Finance HERE~~DEAL~~Full-Hartford,"$10,995"
1083,BROKE BUT NEED A CAR? I CAN HELP,$588
1084,2007 Ford F-350 F350 F 350 SD LARIAT 4x4 Crew Cab Diesel FX4 Off-Road Pkg Lariat,"$19,995"
1085,2012 Volvo Xc70//1::Owner// AWD,"$7,800"
1086,2009 Audi A4 Quattro AWD 2.0T~~105K Miles~~Manual~~Finance HE-Hartford,"$8,995"
1087,2012 Ford Escape Limited AWD~Leather & Sunroof~123K~Finance H-Hartford,"$7,995"
1088,2010 Toyota Camry SE,"$5,500"
1089,2008 Dodge Avenger SXT,"$2,900"
1090,16 Ft Uhaul Box Truck for Sale Year 2006,"$4,200"
1091,"✔ ☆☆ SALE ☛  17  Dodge Charger, Hemi, AWD/4WD, Blue,  5.7L !!!!!","$13,995"
1092,"✔ ☆☆ SALE ☛  18  Dodge Charger, Hemi, AWD/4WD, Blue,  5.7L !!!!!","$6,200"
1093,2012 Subaru impreaza,"$4,900"
1094,2010 Subaru impreza,"$6,850"
1095,2001 Ford F250 XLT 7.3L Power Stroke Turbo Diesel 4X4 Extended Super C,"$3,950"
1096,2009 Audi A4 2.0T Quattro / AWD,"$8,695"
1097,::2013::Ford::Explorer::XLT::4X4::,"$12,900"
1098,Ford f250 Super duty 4x4 ZERO RUST 99k for miles!,"$5,750"
1099,2006 Kia Amanti 67k miles!!!!!,"$6,700"
1100,"2012 Nissan Maxima SV, 134k miles","$13,995"
1101,"✔ ☆☆ SALE ☛  18  Dodge Charger, Hemi, AWD/4WD, Blue,  5.7L !!!!!","$6,999"
1102,2014 Chrysler Town and Country Touring,"$5,299"
1103,2003 Lexus GS 300 CLEAN! 140k,"$9,995"
1104,"✔ ☆☆ SALE ☛  14  Dodge Charger, Hemi, AWD/4WD, Lead Foot Gray,  5.7L !","$6,600"
1105,"2013 Chevrolet Sonic,  93k miles","$7,495"
1106,2011 HONDA CRZ,"$6,995"
1107,2008 SUBARU IMPREZA,"$7,995"
1108,"✔ ☆☆ SALE ☛  13 Ford Explorer, AWD / 4WD,  Black !!!!!","$7,495"
1109,2010 SUBARU LEGACY,"$7,995"
1110,2007 TOYOTA  CAMRY XLE,"$4,000"
1111,1999 F350 Super Duty 7.3 with Fisher Plow PARTS TRUCK,"$2,995"
1112,2005 Chevrolet Silverado 1500 For Sale Chevy Pickup V8,"$5,000"
1113,2007 E-250 Van,"$6,495"
1114,2013 Chevrolet Malibu LT,"$3,900"
1115,2008 Jeep Patriot,"$8,500"
1116,1965 Ford Falcon 2Dr,"$9,995"
1117,2010 BMW 5 Series 4dr Sdn 535i xDrive AWD Automatic Gray on B-Hartford,"$13,995"
1118,"✔ ☆☆ SALE ☛  16 Ford Explorer, SUV, AWD / 4WD, Blue, 3.5L Turbo, Ecobo","$10,495"
1119,2010 BMW 5 Series 4dr Sdn 528i xDrive AWD Automatic-Hartford,"$14,995"
1120,2013 Honda CRV EX AWD SUV One Owner,"$25,000"
1121,2012 Chevy silverado 1500 LT One Owner,"$4,500"
1122,2005 Toyota Camry LE,"$4,499"
1123,For Sale 2008 Chevy Suburban LT 4x4,"$9,999"
1124,2009 Subaru Legacy 4dr H4 Auto Special Edition CONTACTLESS PRE APPROVAL!!,"$15,995"
1125,"An Impressive 2015 Audi A4 with 85,513 Miles-Hartford","$24,990"
1126,2012 GMC Sierra 1500 SLE Crew Cab 4WD,"$7,495"
1127,2009 TOYOTA COROLLA 1.8L 4 Cyl* Sedan* Economical* Great Safe Vehicle* *EASY FIN,"$3,500"
1128,2012 Ford Fiesta S 180k,"$11,000"
1129,2010 Volvo VNL Cummins ISX daycab,"$6,495"
1130,2010 SUBARU IMPREZA OUTBACK SPORT * Manual Trans* Clean* Hatchback* WOW! *EASY F,"$8,495"
1131,2009 SUBARU LEGACY 2.5I AWD Sedan* 4 Cyl* Clean* Ready To Go* *EASY FINANCING -,"$2,250"
1132,1992 GMC 3500 HD Sealing Truck,"$69,990"
1133,2018 Ford F-250 SD CREW CAB LARIAT DIESEL 4X,"$4,500"
1134,2002 Lexus RX300,"$3,500"
1135,2004 bmw 325ci,"$11,795"
1136,2014 SUBARU OUTBACK 2.5I Premium AWD 4 Cyl* Clean* WOW* *EASY FINANCING - ALL AP,"$14,000"
1137,1970 Chevy C10,"$59,990"
1138,2017 Chevrolet Silverado 2500HD LTZ Crew Cab Long Box 4WD,"$5,500"
1139,2010 Volkswagen CC,"$12,995"
1140,2016 DODGE GRAND CARAVAN SE* Van* Clean* Must See  Drive* *EASY FINANCING -,"$14,500"
1141,2016 Subaru legacy 2.5i PZEV Premium Sedan,$0
1142,💥*🚗 -2013-RAM Ram Pickup 2500 Tradesman 4x4 4dr Crew Cab 6.3 ft.,"$21,000"
1143,"2015 FORD EXPLORER SPORT 4WD 4DR SPORT CAR,VANS,OIL,TRUCKS,DUMP BODY ,UTILITY","$6,900"
1144,2010 subaru forester,"$17,500"
1145,"2012 PRICE REDUCTION !! N FRONTIER 4WD CREW CAB SWB AUTO SV CAR,VANS,OIL,TRUCKS,","$16,900"
1146,2016 Isuzu NPR - GAS - Hackney Box 157k,"$12,499"
1147,2017 SUBARU LEGACY AWD NICE,"$4,399"
1148,2010 nissan altima 2.5 {{S}} push to start,"$39,995"
1149,2016 Ford F-350 F350 F 350 SD XLT Crew Cab 4X4 Diesel w/ 9ft V SNOW PLOW 4x4 XLT,$0
1150,💥🚗🚗- 2009  Chevrolet Silverado 1500-LT 4x4 2dr Regular Cab 6.5 ft.,"$10,995"
1151,2012 Hyundai Tucson GLS AWD~~67K Miles!~~Reliable!~Finance HERE~DEAL~!,"$21,995"
1152,2008 Ford F-350 F350 F 350 SD XLT 4x4 DUALLY DRW Diesel w/ Bed Cap Super Duty -,$500
1153,1970 VW Karmann Ghia parts car,"$5,995"
1154,2010 Nissan Altima 2.5S W/100K Miles!~~Reliable~~Finance HERE~~DEAL~~!,"$26,995"
1155,2017 Ram ProMaster 1500 Cargo~92K~W/Roof Rack & Shelves~DEAL~Finance~!,"$12,995"
1156,"✔ ☆☆ SALE ☛  16 Ford Explorer, SUV, AWD / 4WD, Blue, 3.5L Turbo, Ecobo",$588
1157,"SLOW CREDIT, NO CREDIT NO PROBLEM-JUST PROVE STABLE INCOME@RESIDENCY","$24,995"
1158,2015 Infiniti QX70 Base AWD,"$15,995"
1159,✔ ☆☆ SALE ☛  14 FORD EXPLORER AWD / 4WD 68K MILES !!!!!,"$19,995"
1160,2018 Chevrolet City Express Cargo Van~~70K Miles~~DEAL~~Finance HERE~~,"$7,995"
1161,2010 Nissan Altima 2.5 SL 4dr 1OWNER 90 DAY WARRANTY!!!!,"$4,999"
1162,2010 Ford Fusion SEL 111k ONE OWNER,"$8,500"
1163,2009 BMW 328i  M Sport  6 Speed,"$8,995"
1164,"2011 Toyota Camry LE Sedan, LOW MILES, 1 OWNER, 90 DAY WARRANTY!!!","$17,500"
1165,2017 Subaru Impreza Sport Hatchback,"$3,995"
1166,2005 Scion XA Hatchback For Sale,"$2,999"
1167,2010 Hyundai Sonata///GLS///,"$3,600"
1168,2009 nissan Altima SL//1 owner//,"$4,900"
1169,Hyundai Elantra -- 58k miles -- 1 owner,"$3,699"
1170,"2002 audi """"A6"""" :::Awd:::QUATTRO","$6,200"
1171,"2015 KIA SOUL 4 cly, manuel transmission, Bluetooth, usp, aux.145k mik","$6,500"
1172,2001 Mazda Miata,"$12,995"
1173,1954 International Harvester R162 2wd,"$6,900"
1174,NISSAN PATHFINDER 2011 4WD CLEAN CARFAX RUNS PERFECT,"$31,499"
1175,2017 Ford F-150 F150 F 150 XLT 4WD SuperCrew 5.5 Box CONTACTLESS PRE A,"$6,950"
1176,2011 Mazda 3 Touring,"$12,450"
1177,2005 Toyota Tundra SR5 4x4 Access Cab,"$9,450"
1178,2008 Honda CR-V EX,"$8,450"
1179,2010 Honda Civic Sedan,"$4,500"
1180,2008 Lincoln Navigator,"$16,950"
1181,2011 Ford F-150 SuperCrew FX4 4x4,"$7,950"
1182,2012 Ford Fusion SEL AWD,"$10,950"
1183,2010 Lexus ES 350,"$14,500"
1184,Camaro 1967   4 - speed,"$5,495"
1185,2003 SAAB 9-3 LINEAR* 2.0t Sedan WOW+ *EASY FINANCING - ALL APPROVED,"$5,995"
1186,2008 FORD FOCUS SE SEDAN 4 Cyl 2.0L* WOW *EASY FINANCING - ALL APPROVED,"$20,995"
1187,2013 Ford* F150 XLT CREW CAB 3.5L V6 4X4 PICKUP TRUCK LOW MILES* WOW *EASY FINAN,"$6,000"
1188,4x4 Japanese Mini Trucks / Dump Trucks - Street Legal in CT!,"$86,990"
1189,2017 Ford F-450 SD DULLY CREW CAB,
1190,Stop In or Call Us for More Information on Our 2003 Lexus ES 300,"$5,299"
1191,"Wow! A 2009 Kia Spectra with 129,453 Miles","$4,399"
1192,HONDA ELEMENT 2004 CLEAN CARFAX RUNS PERFECT,"$3,900"
1193,"::2013::CHRYSLER::300:::Premium::""20"" inch OEM","$6,795"
1194,::2015 Nissan Pathfinder SV 4WD 142k::,"$8,895"
1195,2004 Chevy s10 crew cab,"$2,999"
1196,2012 Acura MDX SH-AWD w/Tech Navi Camera Bluetooth 3rd Row Seats SH-AWD 4dr SUV,"$15,995"
1197,2015 toyota camry le,"$4,900"
1198,2018 Nissan Altima 101K One Owner Like New Condition Drives Like New,"$12,550"
1199,CHEVY IMPALA 2012 LTZ RUNS PERFECT,"$3,900"
1200,"► 2020 FORD TRANSIT T-250 LWB - GREAT ""ALL WHEEL DRIVE"" CARGO VAN","$40,995"
1201,2013 BMW X3 xDrive28i AWD~119k Miles~Finance HERE~~DEAL~~Full-Hartford,"$10,995"
1202,BROKE BUT NEED A CAR? I CAN HELP,$588
1203,2007 Ford F-350 F350 F 350 SD LARIAT 4x4 Crew Cab Diesel FX4 Off-Road Pkg Lariat,"$19,995"
1204,2012 Volvo Xc70//1::Owner// AWD,"$7,800"
1205,2009 Audi A4 Quattro AWD 2.0T~~105K Miles~~Manual~~Finance HE-Hartford,"$8,995"
1206,2012 Ford Escape Limited AWD~Leather & Sunroof~123K~Finance H-Hartford,"$7,995"
1207,2010 Toyota Camry SE,"$5,500"
1208,2008 Dodge Avenger SXT,"$2,900"
1209,16 Ft Uhaul Box Truck for Sale Year 2006,"$4,200"
1210,"✔ ☆☆ SALE ☛  17  Dodge Charger, Hemi, AWD/4WD, Blue,  5.7L !!!!!","$13,995"
1211,"✔ ☆☆ SALE ☛  18  Dodge Charger, Hemi, AWD/4WD, Blue,  5.7L !!!!!","$6,200"
1212,2012 Subaru impreaza,"$4,900"
1213,2010 Subaru impreza,"$6,850"
1214,2001 Ford F250 XLT 7.3L Power Stroke Turbo Diesel 4X4 Extended Super C,"$3,950"
1215,2009 Audi A4 2.0T Quattro / AWD,"$8,695"
1216,::2013::Ford::Explorer::XLT::4X4::,"$12,900"
1217,Ford f250 Super duty 4x4 ZERO RUST 99k for miles!,"$5,750"
1218,2006 Kia Amanti 67k miles!!!!!,"$6,700"
1219,"2012 Nissan Maxima SV, 134k miles","$13,995"
1220,"✔ ☆☆ SALE ☛  18  Dodge Charger, Hemi, AWD/4WD, Blue,  5.7L !!!!!","$6,999"
1221,2014 Chrysler Town and Country Touring,"$5,299"
1222,2003 Lexus GS 300 CLEAN! 140k,"$9,995"
1223,"✔ ☆☆ SALE ☛  14  Dodge Charger, Hemi, AWD/4WD, Lead Foot Gray,  5.7L !","$6,600"
1224,"2013 Chevrolet Sonic,  93k miles","$7,495"
1225,2011 HONDA CRZ,"$6,995"
1226,2008 SUBARU IMPREZA,"$7,995"
1227,"✔ ☆☆ SALE ☛  13 Ford Explorer, AWD / 4WD,  Black !!!!!","$7,495"
1228,2010 SUBARU LEGACY,"$7,995"
1229,2007 TOYOTA  CAMRY XLE,"$4,000"
1230,1999 F350 Super Duty 7.3 with Fisher Plow PARTS TRUCK,"$2,995"
1231,2005 Chevrolet Silverado 1500 For Sale Chevy Pickup V8,"$5,000"
1232,2007 E-250 Van,"$6,495"
1233,2013 Chevrolet Malibu LT,"$3,900"
1234,2008 Jeep Patriot,"$8,500"
1235,1965 Ford Falcon 2Dr,"$9,995"
1236,2010 BMW 5 Series 4dr Sdn 535i xDrive AWD Automatic Gray on B-Hartford,"$13,995"
1237,"✔ ☆☆ SALE ☛  16 Ford Explorer, SUV, AWD / 4WD, Blue, 3.5L Turbo, Ecobo","$10,495"
1238,2010 BMW 5 Series 4dr Sdn 528i xDrive AWD Automatic-Hartford,"$14,995"
1239,2013 Honda CRV EX AWD SUV One Owner,"$25,000"
1240,2012 Chevy silverado 1500 LT One Owner,"$4,500"
1241,2005 Toyota Camry LE,"$4,499"
1242,For Sale 2008 Chevy Suburban LT 4x4,"$9,999"
1243,2009 Subaru Legacy 4dr H4 Auto Special Edition CONTACTLESS PRE APPROVAL!!,"$15,995"
1244,"An Impressive 2015 Audi A4 with 85,513 Miles-Hartford","$24,990"
1245,2012 GMC Sierra 1500 SLE Crew Cab 4WD,"$7,495"
1246,2009 TOYOTA COROLLA 1.8L 4 Cyl* Sedan* Economical* Great Safe Vehicle* *EASY FIN,"$3,500"
1247,2012 Ford Fiesta S 180k,"$11,000"
1248,2010 Volvo VNL Cummins ISX daycab,"$6,495"
1249,2010 SUBARU IMPREZA OUTBACK SPORT * Manual Trans* Clean* Hatchback* WOW! *EASY F,"$8,495"
1250,2009 SUBARU LEGACY 2.5I AWD Sedan* 4 Cyl* Clean* Ready To Go* *EASY FINANCING -,"$2,250"
1251,1992 GMC 3500 HD Sealing Truck,"$69,990"
1252,2018 Ford F-250 SD CREW CAB LARIAT DIESEL 4X,"$4,500"
1253,2002 Lexus RX300,"$3,500"
1254,2004 bmw 325ci,"$11,795"
1255,2014 SUBARU OUTBACK 2.5I Premium AWD 4 Cyl* Clean* WOW* *EASY FINANCING - ALL AP,"$14,000"
1256,1970 Chevy C10,"$59,990"
1257,2017 Chevrolet Silverado 2500HD LTZ Crew Cab Long Box 4WD,"$5,500"
1258,2010 Volkswagen CC,"$12,995"
1259,2016 DODGE GRAND CARAVAN SE* Van* Clean* Must See  Drive* *EASY FINANCING -,"$14,500"
1260,2016 Subaru legacy 2.5i PZEV Premium Sedan,$0
1261,💥*🚗 -2013-RAM Ram Pickup 2500 Tradesman 4x4 4dr Crew Cab 6.3 ft.,"$21,000"
1262,"2015 FORD EXPLORER SPORT 4WD 4DR SPORT CAR,VANS,OIL,TRUCKS,DUMP BODY ,UTILITY","$6,900"
1263,2010 subaru forester,"$17,500"
1264,"2012 PRICE REDUCTION !! N FRONTIER 4WD CREW CAB SWB AUTO SV CAR,VANS,OIL,TRUCKS,","$16,900"
1265,2016 Isuzu NPR - GAS - Hackney Box 157k,"$12,499"
1266,2017 SUBARU LEGACY AWD NICE,"$4,399"
1267,2010 nissan altima 2.5 {{S}} push to start,"$39,995"
1268,2016 Ford F-350 F350 F 350 SD XLT Crew Cab 4X4 Diesel w/ 9ft V SNOW PLOW 4x4 XLT,$0
1269,💥🚗🚗- 2009  Chevrolet Silverado 1500-LT 4x4 2dr Regular Cab 6.5 ft.,"$10,995"
1270,2012 Hyundai Tucson GLS AWD~~67K Miles!~~Reliable!~Finance HERE~DEAL~!,"$21,995"
1271,2008 Ford F-350 F350 F 350 SD XLT 4x4 DUALLY DRW Diesel w/ Bed Cap Super Duty -,$500
1272,1970 VW Karmann Ghia parts car,"$5,995"
1273,2010 Nissan Altima 2.5S W/100K Miles!~~Reliable~~Finance HERE~~DEAL~~!,"$26,995"
1274,2017 Ram ProMaster 1500 Cargo~92K~W/Roof Rack & Shelves~DEAL~Finance~!,"$12,995"
1275,"✔ ☆☆ SALE ☛  16 Ford Explorer, SUV, AWD / 4WD, Blue, 3.5L Turbo, Ecobo",$588
1276,"SLOW CREDIT, NO CREDIT NO PROBLEM-JUST PROVE STABLE INCOME@RESIDENCY","$24,995"
1277,2015 Infiniti QX70 Base AWD,"$15,995"
1278,✔ ☆☆ SALE ☛  14 FORD EXPLORER AWD / 4WD 68K MILES !!!!!,"$19,995"
1279,2018 Chevrolet City Express Cargo Van~~70K Miles~~DEAL~~Finance HERE~~,"$7,995"
1280,2010 Nissan Altima 2.5 SL 4dr 1OWNER 90 DAY WARRANTY!!!!,"$4,999"
1281,2010 Ford Fusion SEL 111k ONE OWNER,"$8,500"
1282,2009 BMW 328i  M Sport  6 Speed,"$8,995"
1283,"2011 Toyota Camry LE Sedan, LOW MILES, 1 OWNER, 90 DAY WARRANTY!!!","$17,500"
1284,2017 Subaru Impreza Sport Hatchback,"$3,995"
1285,2005 Scion XA Hatchback For Sale,"$2,999"
1286,2010 Hyundai Sonata///GLS///,"$3,600"
1287,2009 nissan Altima SL//1 owner//,"$4,900"
1288,Hyundai Elantra -- 58k miles -- 1 owner,"$3,699"
1289,"2002 audi """"A6"""" :::Awd:::QUATTRO","$6,200"
1290,"2015 KIA SOUL 4 cly, manuel transmission, Bluetooth, usp, aux.145k mik","$6,500"
1291,2001 Mazda Miata,"$12,995"
1292,1954 International Harvester R162 2wd,"$6,900"
1293,NISSAN PATHFINDER 2011 4WD CLEAN CARFAX RUNS PERFECT,"$31,499"
1294,2017 Ford F-150 F150 F 150 XLT 4WD SuperCrew 5.5 Box CONTACTLESS PRE A,"$6,950"
1295,2011 Mazda 3 Touring,"$12,450"
1296,2005 Toyota Tundra SR5 4x4 Access Cab,"$9,450"
1297,2008 Honda CR-V EX,"$8,450"
1298,2010 Honda Civic Sedan,"$4,500"
1299,2008 Lincoln Navigator,"$16,950"
1300,2011 Ford F-150 SuperCrew FX4 4x4,"$7,950"
1301,2012 Ford Fusion SEL AWD,"$10,950"
1302,2010 Lexus ES 350,"$14,500"
1303,Camaro 1967   4 - speed,"$5,495"
1304,2003 SAAB 9-3 LINEAR* 2.0t Sedan WOW+ *EASY FINANCING - ALL APPROVED,"$5,995"
1305,2008 FORD FOCUS SE SEDAN 4 Cyl 2.0L* WOW *EASY FINANCING - ALL APPROVED,"$20,995"
1306,2013 Ford* F150 XLT CREW CAB 3.5L V6 4X4 PICKUP TRUCK LOW MILES* WOW *EASY FINAN,"$6,000"
1307,4x4 Japanese Mini Trucks / Dump Trucks - Street Legal in CT!,"$86,990"
1308,2017 Ford F-450 SD DULLY CREW CAB,
1309,Stop In or Call Us for More Information on Our 2003 Lexus ES 300,"$5,299"
1310,"Wow! A 2009 Kia Spectra with 129,453 Miles","$4,399"
1311,HONDA ELEMENT 2004 CLEAN CARFAX RUNS PERFECT,"$3,900"
1312,"::2013::CHRYSLER::300:::Premium::""20"" inch OEM","$6,795"
1313,::2015 Nissan Pathfinder SV 4WD 142k::,"$8,895"
1314,2004 Chevy s10 crew cab,"$2,999"
1315,2012 Acura MDX SH-AWD w/Tech Navi Camera Bluetooth 3rd Row Seats SH-AWD 4dr SUV,"$15,995"
1316,2015 toyota camry le,"$4,900"
1317,2018 Nissan Altima 101K One Owner Like New Condition Drives Like New,"$12,550"
1318,CHEVY IMPALA 2012 LTZ RUNS PERFECT,"$3,900"
1319,"► 2020 FORD TRANSIT T-250 LWB - GREAT ""ALL WHEEL DRIVE"" CARGO VAN","$40,995"
1320,2013 BMW X3 xDrive28i AWD~119k Miles~Finance HERE~~DEAL~~Full-Hartford,"$10,995"
1321,BROKE BUT NEED A CAR? I CAN HELP,$588
1322,2007 Ford F-350 F350 F 350 SD LARIAT 4x4 Crew Cab Diesel FX4 Off-Road Pkg Lariat,"$19,995"
1323,2012 Volvo Xc70//1::Owner// AWD,"$7,800"
1324,2009 Audi A4 Quattro AWD 2.0T~~105K Miles~~Manual~~Finance HE-Hartford,"$8,995"
1325,2012 Ford Escape Limited AWD~Leather & Sunroof~123K~Finance H-Hartford,"$7,995"
1326,2010 Toyota Camry SE,"$5,500"
1327,2008 Dodge Avenger SXT,"$2,900"
1328,16 Ft Uhaul Box Truck for Sale Year 2006,"$4,200"
1329,"✔ ☆☆ SALE ☛  17  Dodge Charger, Hemi, AWD/4WD, Blue,  5.7L !!!!!","$13,995"
1330,"✔ ☆☆ SALE ☛  18  Dodge Charger, Hemi, AWD/4WD, Blue,  5.7L !!!!!","$6,200"
1331,2012 Subaru impreaza,"$4,900"
1332,2010 Subaru impreza,"$6,850"
1333,2001 Ford F250 XLT 7.3L Power Stroke Turbo Diesel 4X4 Extended Super C,"$3,950"
1334,2009 Audi A4 2.0T Quattro / AWD,"$8,695"
1335,::2013::Ford::Explorer::XLT::4X4::,"$12,900"
1336,Ford f250 Super duty 4x4 ZERO RUST 99k for miles!,"$5,750"
1337,2006 Kia Amanti 67k miles!!!!!,"$6,700"
1338,"2012 Nissan Maxima SV, 134k miles","$13,995"
1339,"✔ ☆☆ SALE ☛  18  Dodge Charger, Hemi, AWD/4WD, Blue,  5.7L !!!!!","$6,999"
1340,2014 Chrysler Town and Country Touring,"$5,299"
1341,2003 Lexus GS 300 CLEAN! 140k,"$9,995"
1342,"✔ ☆☆ SALE ☛  14  Dodge Charger, Hemi, AWD/4WD, Lead Foot Gray,  5.7L !","$6,600"
1343,"2013 Chevrolet Sonic,  93k miles","$7,495"
1344,2011 HONDA CRZ,"$6,995"
1345,2008 SUBARU IMPREZA,"$7,995"
1346,"✔ ☆☆ SALE ☛  13 Ford Explorer, AWD / 4WD,  Black !!!!!","$7,495"
1347,2010 SUBARU LEGACY,"$7,995"
1348,2007 TOYOTA  CAMRY XLE,"$4,000"
1349,1999 F350 Super Duty 7.3 with Fisher Plow PARTS TRUCK,"$2,995"
1350,2005 Chevrolet Silverado 1500 For Sale Chevy Pickup V8,"$5,000"
1351,2007 E-250 Van,"$6,495"
1352,2013 Chevrolet Malibu LT,"$3,900"
1353,2008 Jeep Patriot,"$8,500"
1354,1965 Ford Falcon 2Dr,"$9,995"
1355,2010 BMW 5 Series 4dr Sdn 535i xDrive AWD Automatic Gray on B-Hartford,"$13,995"
1356,"✔ ☆☆ SALE ☛  16 Ford Explorer, SUV, AWD / 4WD, Blue, 3.5L Turbo, Ecobo","$10,495"
1357,2010 BMW 5 Series 4dr Sdn 528i xDrive AWD Automatic-Hartford,"$14,995"
1358,2013 Honda CRV EX AWD SUV One Owner,"$25,000"
1359,2012 Chevy silverado 1500 LT One Owner,"$4,500"
1360,2005 Toyota Camry LE,"$4,499"
1361,For Sale 2008 Chevy Suburban LT 4x4,"$9,999"
1362,2009 Subaru Legacy 4dr H4 Auto Special Edition CONTACTLESS PRE APPROVAL!!,"$15,995"
1363,"An Impressive 2015 Audi A4 with 85,513 Miles-Hartford","$24,990"
1364,2012 GMC Sierra 1500 SLE Crew Cab 4WD,"$7,495"
1365,2009 TOYOTA COROLLA 1.8L 4 Cyl* Sedan* Economical* Great Safe Vehicle* *EASY FIN,"$3,500"
1366,2012 Ford Fiesta S 180k,"$11,000"
1367,2010 Volvo VNL Cummins ISX daycab,"$6,495"
1368,2010 SUBARU IMPREZA OUTBACK SPORT * Manual Trans* Clean* Hatchback* WOW! *EASY F,"$8,495"
1369,2009 SUBARU LEGACY 2.5I AWD Sedan* 4 Cyl* Clean* Ready To Go* *EASY FINANCING -,"$2,250"
1370,1992 GMC 3500 HD Sealing Truck,"$69,990"
1371,2018 Ford F-250 SD CREW CAB LARIAT DIESEL 4X,"$4,500"
1372,2002 Lexus RX300,"$3,500"
1373,2004 bmw 325ci,"$11,795"
1374,2014 SUBARU OUTBACK 2.5I Premium AWD 4 Cyl* Clean* WOW* *EASY FINANCING - ALL AP,"$14,000"
1375,1970 Chevy C10,"$59,990"
1376,2017 Chevrolet Silverado 2500HD LTZ Crew Cab Long Box 4WD,"$5,500"
1377,2010 Volkswagen CC,"$12,995"
1378,2016 DODGE GRAND CARAVAN SE* Van* Clean* Must See  Drive* *EASY FINANCING -,"$14,500"
1379,2016 Subaru legacy 2.5i PZEV Premium Sedan,$0
1380,💥*🚗 -2013-RAM Ram Pickup 2500 Tradesman 4x4 4dr Crew Cab 6.3 ft.,"$21,000"
1381,"2015 FORD EXPLORER SPORT 4WD 4DR SPORT CAR,VANS,OIL,TRUCKS,DUMP BODY ,UTILITY","$6,900"
1382,2010 subaru forester,"$17,500"
1383,"2012 PRICE REDUCTION !! N FRONTIER 4WD CREW CAB SWB AUTO SV CAR,VANS,OIL,TRUCKS,","$16,900"
1384,2016 Isuzu NPR - GAS - Hackney Box 157k,"$12,499"
1385,2017 SUBARU LEGACY AWD NICE,"$4,399"
1386,2010 nissan altima 2.5 {{S}} push to start,"$39,995"
1387,2016 Ford F-350 F350 F 350 SD XLT Crew Cab 4X4 Diesel w/ 9ft V SNOW PLOW 4x4 XLT,$0
1388,💥🚗🚗- 2009  Chevrolet Silverado 1500-LT 4x4 2dr Regular Cab 6.5 ft.,"$10,995"
1389,2012 Hyundai Tucson GLS AWD~~67K Miles!~~Reliable!~Finance HERE~DEAL~!,"$21,995"
1390,2008 Ford F-350 F350 F 350 SD XLT 4x4 DUALLY DRW Diesel w/ Bed Cap Super Duty -,$500
1391,1970 VW Karmann Ghia parts car,"$5,995"
1392,2010 Nissan Altima 2.5S W/100K Miles!~~Reliable~~Finance HERE~~DEAL~~!,"$26,995"
